id:ID,label:LABEL,name,ifcType,x,y,z
2V9H2E8FD8fuBJFUErPtsj,IfcDoor,Doors_Dbl_Glass_4_ARENA2:Glass_Dbl_Door:451122,IfcDoor,-3.584116599516198,5.9390598744797005,0.9551161985764753
0I6g0xYhjCSReVDrs7L0vs,IfcDoor,Door_T53:Door_T53:462137,IfcDoor,-34.61927742231642,6.072650196401712,0.9332128369533264
1yuiwzGI5FCPxrfaANPMy6,IfcDoor,Doors_Dbl_Glass_4_ARENA2_INT OPENING:Glass_Dbl_Door 2_INT OPENING:509403,IfcDoor,-13.84242735795342,-6.008069193395059,0.9551161985764753
1yuiwzGI5FCPxrfaANPMHF,IfcDoor,Doors_Dbl_Glass_4_ARENA2_INT OPENING:Glass_Dbl_Door 2_INT OPENING:511634,IfcDoor,-18.93792993397523,-5.996866524248444,0.9551161985764753
1yuiwzGI5FCPxrfaANPMLM,IfcDoor,Doors_Dbl_Glass_4_ARENA2_INT OPENING:Glass_Dbl_Door 2_INT OPENING:511883,IfcDoor,-25.451161087212736,-5.98254692130522,0.9551161985764753
1yuiwzGI5FCPxrfaANPNga,IfcDoor,Doors_Dbl_Glass_4_ARENA2_INT OPENING:Glass_Dbl_Door 2_INT OPENING:512121,IfcDoor,-32.26235708776142,-5.967572230556253,0.9551161985764753
2RSbNzzRPBoAVn2mVp1PwL,IfcDoor,Door_F218:Door_F218:553575,IfcDoor,-7.776050196683217,-7.971065778765999,0.9332128369533265
2vu_tmwqX5LRNohmiBn0Z4,IfcDoor,Door_F218:Door_F218:590849,IfcDoor,-10.039526443176952,-7.971065778765999,0.9332128369533266
1Wg7AH23jBLBf1DmtTnL6m,IfcMember,Rectangular Mullion:50x150mm:445840,IfcMember,-15.514121653499398,6.030128073363991,3.975
1Wg7AH23jBLBf1DmtTnL6n,IfcMember,Rectangular Mullion:50x150mm:445841,IfcMember,-12.274121653499401,6.03012807336397,3.975
1Wg7AH23jBLBf1DmtTnL6p,IfcMember,Rectangular Mullion:50x150mm:445843,IfcMember,-13.894121653499399,6.030128073363979,3.975
1Wg7AH23jBLBf1DmtTnL6q,IfcMember,Rectangular Mullion:50x150mm:445844,IfcMember,-12.2616216534994,6.03012807336397,0.025
1Wg7AH23jBLBf1DmtTnL6t,IfcMember,Rectangular Mullion:50x150mm:445847,IfcMember,-15.5266216534994,6.030128073363979,0.025
1Wg7AH23jBLBf1DmtTnL6u,IfcMember,Rectangular Mullion:50x150mm:445848,IfcMember,-16.1741216534994,6.030128073363991,1.075
1Wg7AH23jBLBf1DmtTnL6v,IfcMember,Rectangular Mullion:50x150mm:445849,IfcMember,-16.1741216534994,6.030128073363991,2.7749999999999995
1Wg7AH23jBLBf1DmtTnL6w,IfcMember,Rectangular Mullion:50x150mm:445850,IfcMember,-16.1741216534994,6.030128073363991,3.6999999999999997
1Wg7AH23jBLBf1DmtTnL6y,IfcMember,Rectangular Mullion:50x150mm:445852,IfcMember,-11.614121653499403,6.03012807336397,3.6999999999999997
1Wg7AH23jBLBf1DmtTnL6z,IfcMember,Rectangular Mullion:50x150mm:445853,IfcMember,-11.614121653499403,6.03012807336397,1.075
1Wg7AH23jBLBf1DmtTnL6_,IfcMember,Rectangular Mullion:50x150mm:445854,IfcMember,-11.614121653499403,6.03012807336397,2.7749999999999995
1Wg7AH23jBLBf1DmtTnL60,IfcMember,Rectangular Mullion:50x150mm:445856,IfcMember,-12.274121653499401,6.03012807336397,2.1500000000000004
1Wg7AH23jBLBf1DmtTnL61,IfcMember,Rectangular Mullion:50x150mm:445857,IfcMember,-13.894121653499399,6.030128073363979,2.1500000000000004
1Wg7AH23jBLBf1DmtTnL63,IfcMember,Rectangular Mullion:50x150mm:445859,IfcMember,-15.514121653499398,6.030128073363991,2.1500000000000004
1Wg7AH23jBLBf1DmtTnL64,IfcMember,Rectangular Mullion:50x150mm:445860,IfcMember,-12.274121653499401,6.03012807336397,3.4000000000000004
1Wg7AH23jBLBf1DmtTnL65,IfcMember,Rectangular Mullion:50x150mm:445861,IfcMember,-13.894121653499399,6.030128073363979,3.4000000000000004
1Wg7AH23jBLBf1DmtTnL67,IfcMember,Rectangular Mullion:50x150mm:445863,IfcMember,-15.514121653499398,6.030128073363991,3.4000000000000004
1Wg7AH23jBLBf1DmtTnL6C,IfcMember,Rectangular Mullion:50x150mm:445868,IfcMember,-12.909121653499401,6.03012807336397,1.0625
1Wg7AH23jBLBf1DmtTnL6E,IfcMember,Rectangular Mullion:50x150mm:445870,IfcMember,-14.8791216534994,6.030128073363979,1.0625
1Wg7AH23jBLBf1DmtTnL6F,IfcMember,Rectangular Mullion:50x150mm:445871,IfcMember,-12.909121653499401,6.03012807336397,2.775
1Wg7AH23jBLBf1DmtTnL6H,IfcMember,Rectangular Mullion:50x150mm:445873,IfcMember,-14.8791216534994,6.030128073363979,2.775
1Wg7AH23jBLBf1DmtTnKdI,IfcMember,Rectangular Mullion:50x150mm:447986,IfcMember,4.92587834650058,6.030128073363921,3.975
1Wg7AH23jBLBf1DmtTnKdJ,IfcMember,Rectangular Mullion:50x150mm:447987,IfcMember,8.16587834650058,6.030128073363909,3.975
1Wg7AH23jBLBf1DmtTnKdK,IfcMember,Rectangular Mullion:50x150mm:447988,IfcMember,6.545878346500579,6.030128073363909,3.975
1Wg7AH23jBLBf1DmtTnKdL,IfcMember,Rectangular Mullion:50x150mm:447989,IfcMember,8.17837834650058,6.030128073363899,0.025
1Wg7AH23jBLBf1DmtTnKdM,IfcMember,Rectangular Mullion:50x150mm:447990,IfcMember,4.913378346500579,6.030128073363909,0.025
1Wg7AH23jBLBf1DmtTnKdN,IfcMember,Rectangular Mullion:50x150mm:447991,IfcMember,4.26587834650058,6.030128073363921,1.075
1Wg7AH23jBLBf1DmtTnKdO,IfcMember,Rectangular Mullion:50x150mm:447992,IfcMember,4.26587834650058,6.030128073363921,2.7749999999999995
1Wg7AH23jBLBf1DmtTnKdP,IfcMember,Rectangular Mullion:50x150mm:447993,IfcMember,4.26587834650058,6.030128073363921,3.6999999999999997
1Wg7AH23jBLBf1DmtTnKdQ,IfcMember,Rectangular Mullion:50x150mm:447994,IfcMember,8.82587834650058,6.030128073363899,3.6999999999999997
1Wg7AH23jBLBf1DmtTnKdR,IfcMember,Rectangular Mullion:50x150mm:447995,IfcMember,8.82587834650058,6.030128073363899,1.075
1Wg7AH23jBLBf1DmtTnKdS,IfcMember,Rectangular Mullion:50x150mm:447996,IfcMember,8.82587834650058,6.030128073363899,2.7749999999999995
1Wg7AH23jBLBf1DmtTnKdT,IfcMember,Rectangular Mullion:50x150mm:447997,IfcMember,8.16587834650058,6.030128073363909,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKdU,IfcMember,Rectangular Mullion:50x150mm:447998,IfcMember,6.545878346500579,6.030128073363909,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKdV,IfcMember,Rectangular Mullion:50x150mm:447999,IfcMember,4.92587834650058,6.030128073363921,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKeW,IfcMember,Rectangular Mullion:50x150mm:448000,IfcMember,8.16587834650058,6.030128073363909,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKeX,IfcMember,Rectangular Mullion:50x150mm:448001,IfcMember,6.545878346500579,6.030128073363909,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKeY,IfcMember,Rectangular Mullion:50x150mm:448002,IfcMember,4.92587834650058,6.030128073363921,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKeZ,IfcMember,Rectangular Mullion:50x150mm:448003,IfcMember,7.53087834650058,6.030128073363909,1.0625
1Wg7AH23jBLBf1DmtTnKea,IfcMember,Rectangular Mullion:50x150mm:448004,IfcMember,5.560878346500581,6.030128073363909,1.0625
1Wg7AH23jBLBf1DmtTnKeb,IfcMember,Rectangular Mullion:50x150mm:448005,IfcMember,7.53087834650058,6.030128073363909,2.775
1Wg7AH23jBLBf1DmtTnKec,IfcMember,Rectangular Mullion:50x150mm:448006,IfcMember,5.560878346500581,6.030128073363909,2.775
1Wg7AH23jBLBf1DmtTnKgP,IfcMember,Rectangular Mullion:50x150mm:448185,IfcMember,10.068628346500569,6.030128073363899,3.975
1Wg7AH23jBLBf1DmtTnKgQ,IfcMember,Rectangular Mullion:50x150mm:448186,IfcMember,13.311378346500598,6.030128073363889,3.975
1Wg7AH23jBLBf1DmtTnKgR,IfcMember,Rectangular Mullion:50x150mm:448187,IfcMember,11.6913783465006,6.030128073363899,3.975
1Wg7AH23jBLBf1DmtTnKgS,IfcMember,Rectangular Mullion:50x150mm:448188,IfcMember,13.323878346500603,6.030128073363889,0.025
1Wg7AH23jBLBf1DmtTnKgT,IfcMember,Rectangular Mullion:50x150mm:448189,IfcMember,10.05612834650061,6.030128073363899,0.025
1Wg7AH23jBLBf1DmtTnKgU,IfcMember,Rectangular Mullion:50x150mm:448190,IfcMember,9.40587834650058,6.030128073363899,1.075
1Wg7AH23jBLBf1DmtTnKgV,IfcMember,Rectangular Mullion:50x150mm:448191,IfcMember,9.40587834650058,6.030128073363899,2.7749999999999995
1Wg7AH23jBLBf1DmtTnKhW,IfcMember,Rectangular Mullion:50x150mm:448192,IfcMember,9.40587834650058,6.030128073363899,3.6999999999999997
1Wg7AH23jBLBf1DmtTnKhX,IfcMember,Rectangular Mullion:50x150mm:448193,IfcMember,13.971378346500602,6.030128073363889,3.6999999999999997
1Wg7AH23jBLBf1DmtTnKhY,IfcMember,Rectangular Mullion:50x150mm:448194,IfcMember,13.971378346500602,6.030128073363889,1.075
1Wg7AH23jBLBf1DmtTnKhZ,IfcMember,Rectangular Mullion:50x150mm:448195,IfcMember,13.971378346500602,6.030128073363889,2.7749999999999995
1Wg7AH23jBLBf1DmtTnKha,IfcMember,Rectangular Mullion:50x150mm:448196,IfcMember,13.311378346500598,6.030128073363889,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKhb,IfcMember,Rectangular Mullion:50x150mm:448197,IfcMember,11.6913783465006,6.030128073363899,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKhc,IfcMember,Rectangular Mullion:50x150mm:448198,IfcMember,10.068628346500569,6.030128073363899,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKhd,IfcMember,Rectangular Mullion:50x150mm:448199,IfcMember,13.311378346500598,6.030128073363889,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKhe,IfcMember,Rectangular Mullion:50x150mm:448200,IfcMember,11.6913783465006,6.030128073363899,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKhf,IfcMember,Rectangular Mullion:50x150mm:448201,IfcMember,10.068628346500569,6.030128073363899,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKhg,IfcMember,Rectangular Mullion:50x150mm:448202,IfcMember,12.676378346500599,6.030128073363889,1.0625
1Wg7AH23jBLBf1DmtTnKhh,IfcMember,Rectangular Mullion:50x150mm:448203,IfcMember,10.706378346500598,6.030128073363899,1.0625
1Wg7AH23jBLBf1DmtTnKhi,IfcMember,Rectangular Mullion:50x150mm:448204,IfcMember,12.676378346500599,6.030128073363889,2.775
1Wg7AH23jBLBf1DmtTnKhj,IfcMember,Rectangular Mullion:50x150mm:448205,IfcMember,10.706378346500598,6.030128073363899,2.775
1Wg7AH23jBLBf1DmtTnKkF,IfcMember,Rectangular Mullion:50x150mm:448431,IfcMember,15.216378346500596,6.030128073363889,3.975
1Wg7AH23jBLBf1DmtTnKkG,IfcMember,Rectangular Mullion:50x150mm:448432,IfcMember,18.4588783465006,6.030128073363871,3.975
1Wg7AH23jBLBf1DmtTnKkH,IfcMember,Rectangular Mullion:50x150mm:448433,IfcMember,16.8413783465006,6.03012807336388,3.975
1Wg7AH23jBLBf1DmtTnKkI,IfcMember,Rectangular Mullion:50x150mm:448434,IfcMember,18.4713783465006,6.030128073363871,0.025
1Wg7AH23jBLBf1DmtTnKkJ,IfcMember,Rectangular Mullion:50x150mm:448435,IfcMember,15.203878346500606,6.03012807336388,0.025
1Wg7AH23jBLBf1DmtTnKkK,IfcMember,Rectangular Mullion:50x150mm:448436,IfcMember,14.551378346500599,6.030128073363889,1.075
1Wg7AH23jBLBf1DmtTnKkL,IfcMember,Rectangular Mullion:50x150mm:448437,IfcMember,14.551378346500599,6.030128073363889,2.7749999999999995
1Wg7AH23jBLBf1DmtTnKkM,IfcMember,Rectangular Mullion:50x150mm:448438,IfcMember,14.551378346500599,6.030128073363889,3.6999999999999997
1Wg7AH23jBLBf1DmtTnKkN,IfcMember,Rectangular Mullion:50x150mm:448439,IfcMember,19.116378346500603,6.030128073363871,3.6999999999999997
1Wg7AH23jBLBf1DmtTnKkO,IfcMember,Rectangular Mullion:50x150mm:448440,IfcMember,19.116378346500603,6.030128073363871,1.075
1Wg7AH23jBLBf1DmtTnKkP,IfcMember,Rectangular Mullion:50x150mm:448441,IfcMember,19.116378346500603,6.030128073363871,2.7749999999999995
1Wg7AH23jBLBf1DmtTnKkQ,IfcMember,Rectangular Mullion:50x150mm:448442,IfcMember,18.4588783465006,6.030128073363871,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKkR,IfcMember,Rectangular Mullion:50x150mm:448443,IfcMember,16.8413783465006,6.03012807336388,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKkS,IfcMember,Rectangular Mullion:50x150mm:448444,IfcMember,15.216378346500596,6.030128073363889,2.1500000000000004
1Wg7AH23jBLBf1DmtTnKkT,IfcMember,Rectangular Mullion:50x150mm:448445,IfcMember,18.4588783465006,6.030128073363871,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKkU,IfcMember,Rectangular Mullion:50x150mm:448446,IfcMember,16.8413783465006,6.03012807336388,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKkV,IfcMember,Rectangular Mullion:50x150mm:448447,IfcMember,15.216378346500596,6.030128073363889,3.4000000000000004
1Wg7AH23jBLBf1DmtTnKlW,IfcMember,Rectangular Mullion:50x150mm:448448,IfcMember,17.8263783465006,6.030128073363871,1.0625
1Wg7AH23jBLBf1DmtTnKlX,IfcMember,Rectangular Mullion:50x150mm:448449,IfcMember,15.8563783465006,6.03012807336388,1.0625
1Wg7AH23jBLBf1DmtTnKlY,IfcMember,Rectangular Mullion:50x150mm:448450,IfcMember,17.8263783465006,6.030128073363871,2.775
1Wg7AH23jBLBf1DmtTnKlZ,IfcMember,Rectangular Mullion:50x150mm:448451,IfcMember,15.8563783465006,6.03012807336388,2.775
2V9H2E8FD8fuBJFUErPt_J,IfcMember,Rectangular Mullion:50x150mm:450572,IfcMember,20.342878346500605,6.030128073363871,3.975
2V9H2E8FD8fuBJFUErPt_I,IfcMember,Rectangular Mullion:50x150mm:450573,IfcMember,23.5644271178587,6.0301280733638585,3.975
2V9H2E8FD8fuBJFUErPt_H,IfcMember,Rectangular Mullion:50x150mm:450574,IfcMember,21.949378346500605,6.030128073363871,3.975
2V9H2E8FD8fuBJFUErPt_G,IfcMember,Rectangular Mullion:50x150mm:450575,IfcMember,23.576927117858702,6.03012807336385,0.025
2V9H2E8FD8fuBJFUErPt_F,IfcMember,Rectangular Mullion:50x150mm:450576,IfcMember,20.330378346500602,6.030128073363871,0.025
2V9H2E8FD8fuBJFUErPt_E,IfcMember,Rectangular Mullion:50x150mm:450577,IfcMember,19.6963783465006,6.030128073363871,1.075
2V9H2E8FD8fuBJFUErPt_D,IfcMember,Rectangular Mullion:50x150mm:450578,IfcMember,19.6963783465006,6.030128073363871,2.7749999999999995
2V9H2E8FD8fuBJFUErPt_C,IfcMember,Rectangular Mullion:50x150mm:450579,IfcMember,19.6963783465006,6.030128073363871,3.6999999999999997
2V9H2E8FD8fuBJFUErPt_B,IfcMember,Rectangular Mullion:50x150mm:450580,IfcMember,24.2194271178587,6.03012807336385,3.6999999999999997
2V9H2E8FD8fuBJFUErPt_A,IfcMember,Rectangular Mullion:50x150mm:450581,IfcMember,24.2194271178587,6.03012807336385,1.075
2V9H2E8FD8fuBJFUErPt_9,IfcMember,Rectangular Mullion:50x150mm:450582,IfcMember,24.2194271178587,6.03012807336385,2.7749999999999995
2V9H2E8FD8fuBJFUErPt_8,IfcMember,Rectangular Mullion:50x150mm:450583,IfcMember,23.5644271178587,6.0301280733638585,2.1500000000000004
2V9H2E8FD8fuBJFUErPt_7,IfcMember,Rectangular Mullion:50x150mm:450584,IfcMember,21.949378346500605,6.030128073363871,2.1500000000000004
2V9H2E8FD8fuBJFUErPt_6,IfcMember,Rectangular Mullion:50x150mm:450585,IfcMember,20.342878346500605,6.030128073363871,2.1500000000000004
2V9H2E8FD8fuBJFUErPt_5,IfcMember,Rectangular Mullion:50x150mm:450586,IfcMember,23.5644271178587,6.0301280733638585,3.4000000000000004
2V9H2E8FD8fuBJFUErPt_4,IfcMember,Rectangular Mullion:50x150mm:450587,IfcMember,21.949378346500605,6.030128073363871,3.4000000000000004
2V9H2E8FD8fuBJFUErPt_3,IfcMember,Rectangular Mullion:50x150mm:450588,IfcMember,20.342878346500605,6.030128073363871,3.4000000000000004
2V9H2E8FD8fuBJFUErPt_2,IfcMember,Rectangular Mullion:50x150mm:450589,IfcMember,22.934427117858704,6.0301280733638585,1.0625
2V9H2E8FD8fuBJFUErPt_1,IfcMember,Rectangular Mullion:50x150mm:450590,IfcMember,20.964378346500602,6.030128073363871,1.0625
2V9H2E8FD8fuBJFUErPt_0,IfcMember,Rectangular Mullion:50x150mm:450591,IfcMember,22.934427117858704,6.0301280733638585,2.775
2V9H2E8FD8fuBJFUErPt_$,IfcMember,Rectangular Mullion:50x150mm:450592,IfcMember,20.964378346500602,6.030128073363871,2.775
2V9H2E8FD8fuBJFUErPtzA,IfcMember,Rectangular Mullion:50x150mm:450773,IfcMember,-20.669121653499403,6.030128073364001,3.975
2V9H2E8FD8fuBJFUErPtz9,IfcMember,Rectangular Mullion:50x150mm:450774,IfcMember,-17.4191216534994,6.030128073363991,3.975
2V9H2E8FD8fuBJFUErPtz8,IfcMember,Rectangular Mullion:50x150mm:450775,IfcMember,-19.0441216534994,6.030128073364001,3.975
2V9H2E8FD8fuBJFUErPtz7,IfcMember,Rectangular Mullion:50x150mm:450776,IfcMember,-17.406621653499393,6.030128073363991,0.025
2V9H2E8FD8fuBJFUErPtz6,IfcMember,Rectangular Mullion:50x150mm:450777,IfcMember,-20.68162165349939,6.030128073364001,0.025
2V9H2E8FD8fuBJFUErPtz5,IfcMember,Rectangular Mullion:50x150mm:450778,IfcMember,-21.334121653499402,6.030128073364001,1.075
2V9H2E8FD8fuBJFUErPtz4,IfcMember,Rectangular Mullion:50x150mm:450779,IfcMember,-21.334121653499402,6.030128073364001,2.7749999999999995
2V9H2E8FD8fuBJFUErPtz3,IfcMember,Rectangular Mullion:50x150mm:450780,IfcMember,-21.334121653499402,6.030128073364001,3.6999999999999997
2V9H2E8FD8fuBJFUErPtz2,IfcMember,Rectangular Mullion:50x150mm:450781,IfcMember,-16.754121653499393,6.030128073363991,3.6999999999999997
2V9H2E8FD8fuBJFUErPtz1,IfcMember,Rectangular Mullion:50x150mm:450782,IfcMember,-16.754121653499393,6.030128073363991,1.075
2V9H2E8FD8fuBJFUErPtz0,IfcMember,Rectangular Mullion:50x150mm:450783,IfcMember,-16.754121653499393,6.030128073363991,2.7749999999999995
2V9H2E8FD8fuBJFUErPtz$,IfcMember,Rectangular Mullion:50x150mm:450784,IfcMember,-17.4191216534994,6.030128073363991,2.1500000000000004
2V9H2E8FD8fuBJFUErPtz_,IfcMember,Rectangular Mullion:50x150mm:450785,IfcMember,-19.0441216534994,6.030128073364001,2.1500000000000004
2V9H2E8FD8fuBJFUErPtzz,IfcMember,Rectangular Mullion:50x150mm:450786,IfcMember,-20.669121653499403,6.030128073364001,2.1500000000000004
2V9H2E8FD8fuBJFUErPtzy,IfcMember,Rectangular Mullion:50x150mm:450787,IfcMember,-17.4191216534994,6.030128073363991,3.4000000000000004
2V9H2E8FD8fuBJFUErPtzx,IfcMember,Rectangular Mullion:50x150mm:450788,IfcMember,-19.0441216534994,6.030128073364001,3.4000000000000004
2V9H2E8FD8fuBJFUErPtzw,IfcMember,Rectangular Mullion:50x150mm:450789,IfcMember,-20.669121653499403,6.030128073364001,3.4000000000000004
